item_id,order_id,product_category,product_name,quantity,unit_price,item_total
ITEM_000047,ORD_004388,Electronics,Product 47,1,70.02,70.02
ITEM_000048,ORD_004380,Fashion,Product 48,1,744.18,744.18
ITEM_000049,ORD_007314,Fashion,Product 49,3,671.13,2013.4
ITEM_000050,ORD_000702,Fashion,Product 50,3,354.89,1064.66
ITEM_000051,ORD_006574,Beauty,Product 51,1,558.86,558.86
ITEM_000052,ORD_005361,Groceries,Product 52,3,74.1,222.29
ITEM_000053,ORD_003728,Electronics,Product 53,2,101.13,202.25
ITEM_000054,ORD_004615,Groceries,Product 54,2,517.64,1035.27
ITEM_000055,ORD_001750,Home & Kitchen,Product 55,3,422.0,1266.01
ITEM_000056,ORD_004969,Home & Kitchen,Product 56,2,473.55,947.09
ITEM_000057,ORD_006787,Home & Kitchen,Product 57,2,691.44,1382.88
ITEM_000058,ORD_004969,Home & Kitchen,Product 58,1,162.76,162.76
ITEM_000059,ORD_002862,Groceries,Product 59,1,633.9,633.9
ITEM_000060,ORD_001453,Home & Kitchen,Product 60,3,342.92,1028.75
ITEM_000061,ORD_007274,Groceries,Product 61,3,656.41,1969.24
ITEM_000062,ORD_000560,Electronics,Product 62,1,167.4,167.4
ITEM_000063,ORD_005460,Groceries,Product 63,2,748.02,1496.03
ITEM_000064,ORD_002049,Electronics,Product 64,3,74.0,222.01
ITEM_000065,ORD_001324,Fashion,Product 65,2,270.33,540.67
ITEM_000066,ORD_006373,Groceries,Product 66,2,81.24,162.47
ITEM_000067,ORD_007709,Electronics,Product 67,3,641.3,1923.9
ITEM_000068,ORD_002520,Electronics,Product 68,1,611.69,611.69
ITEM_000069,ORD_004518,Groceries,Product 69,1,705.04,705.04
ITEM_000070,ORD_004121,Beauty,Product 70,3,419.01,1257.02
ITEM_000071,ORD_002059,Electronics,Product 71,1,642.78,642.78
ITEM_000072,ORD_002323,Fashion,Product 72,1,285.21,285.21
ITEM_000073,ORD_007040,Fashion,Product 73,2,743.38,1486.75
ITEM_000074,ORD_007543,Beauty,Product 74,1,471.94,471.94
ITEM_000075,ORD_002169,Home & Kitchen,Product 75,3,331.09,993.26
ITEM_000076,ORD_005765,Fashion,Product 76,1,735.74,735.74
ITEM_000077,ORD_003909,Fashion,Product 77,2,167.0,334.01
ITEM_000078,ORD_005830,Home & Kitchen,Product 78,2,695.93,1391.86
ITEM_000079,ORD_006648,Home & Kitchen,Product 79,2,553.27,1106.54
ITEM_000080,ORD_003949,Groceries,Product 80,1,554.71,554.71
ITEM_000081,ORD_005767,Beauty,Product 81,3,127.03,381.08
ITEM_000082,ORD_004565,Electronics,Product 82,3,386.33,1158.98
ITEM_000083,ORD_005087,Electronics,Product 83,1,521.94,521.94
ITEM_000084,ORD_001810,Fashion,Product 84,3,171.96,515.89
ITEM_000085,ORD_007415,Beauty,Product 85,1,156.68,156.68
ITEM_000086,ORD_005618,Electronics,Product 86,1,743.17,743.17
ITEM_000087,ORD_007910,Groceries,Product 87,2,351.71,703.41
ITEM_000088,ORD_006371,Fashion,Product 88,3,735.24,2205.72
ITEM_000089,ORD_003387,Electronics,Product 89,3,659.04,1977.13
ITEM_000090,ORD_002973,Home & Kitchen,Product 90,2,158.99,317.97
ITEM_000091,ORD_002445,Electronics,Product 91,2,266.95,533.89
ITEM_000092,ORD_001824,Fashion,Product 92,1,660.56,660.56
ITEM_000093,ORD_007114,Home & Kitchen,Product 93,2,260.47,520.93
ITEM_000094,ORD_006875,Beauty,Product 94,3,132.72,398.17
ITEM_000095,ORD_001451,Fashion,Product 95,2,212.26,424.52
ITEM_000096,ORD_005482,Home & Kitchen,Product 96,3,86.1,258.3
ITEM_000097,ORD_006521,Home & Kitchen,Product 97,1,741.44,741.44
ITEM_000098,ORD_006677,Fashion,Product 98,1,516.63,516.63
ITEM_000099,ORD_006964,Groceries,Product 99,1,84.42,84.42
ITEM_000100,ORD_000686,Fashion,Product 100,2,530.33,1060.67
ITEM_000101,ORD_001723,Fashion,Product 101,1,779.44,779.44
ITEM_000102,ORD_000734,Home & Kitchen,Product 102,2,728.23,1456.46
ITEM_000103,ORD_000158,Home & Kitchen,Product 103,3,127.36,382.07
ITEM_000104,ORD_003872,Fashion,Product 104,1,642.27,642.27
ITEM_000105,ORD_002379,Electronics,Product 105,2,480.04,960.07
ITEM_000106,ORD_005667,Home & Kitchen,Product 106,3,766.61,2299.84
ITEM_000107,ORD_000507,Fashion,Product 107,1,795.78,795.78
ITEM_000108,ORD_001233,Beauty,Product 108,3,277.71,833.14
ITEM_000109,ORD_006144,Fashion,Product 109,3,126.43,379.29
ITEM_000110,ORD_001542,Electronics,Product 110,3,350.03,1050.1
ITEM_000111,ORD_006679,Fashion,Product 111,2,658.0,1316.0
ITEM_000112,ORD_001967,Electronics,Product 112,2,108.01,216.02
ITEM_000113,ORD_003798,Electronics,Product 113,1,62.68,62.68
ITEM_000114,ORD_007853,Groceries,Product 114,1,409.59,409.59
ITEM_000115,ORD_000510,Beauty,Product 115,2,120.11,240.23
ITEM_000116,ORD_005201,Electronics,Product 116,2,465.31,930.62
ITEM_000117,ORD_007195,Home & Kitchen,Product 117,1,754.62,754.62
ITEM_000118,ORD_004063,Electronics,Product 118,2,416.48,832.95
ITEM_000119,ORD_002460,Fashion,Product 119,3,670.32,2010.95
ITEM_000120,ORD_007150,Groceries,Product 120,1,109.9,109.9
ITEM_000121,ORD_001715,Electronics,Product 121,3,724.48,2173.44
ITEM_000122,ORD_004484,Fashion,Product 122,1,80.03,80.03
ITEM_000123,ORD_003486,Fashion,Product 123,2,620.38,1240.75
ITEM_000124,ORD_000671,Beauty,Product 124,3,73.83,221.5
ITEM_000125,ORD_001534,Groceries,Product 125,2,421.02,842.05
ITEM_000126,ORD_000324,Fashion,Product 126,3,200.86,602.59
ITEM_000127,ORD_001836,Groceries,Product 127,2,511.56,1023.13
ITEM_000128,ORD_000324,Fashion,Product 128,1,234.45,234.45
ITEM_000129,ORD_001998,Electronics,Product 129,3,764.0,2292.0
ITEM_000130,ORD_001949,Home & Kitchen,Product 130,2,785.51,1571.03
ITEM_000131,ORD_001344,Groceries,Product 131,3,98.35,295.04
ITEM_000132,ORD_000816,Groceries,Product 132,3,512.97,1538.9
ITEM_000133,ORD_006185,Electronics,Product 133,1,737.76,737.76
ITEM_000134,ORD_002662,Electronics,Product 134,1,598.81,598.81
ITEM_000135,ORD_002097,Groceries,Product 135,3,799.74,2399.22
ITEM_000136,ORD_006479,Groceries,Product 136,2,303.16,606.32
ITEM_000137,ORD_003977,Beauty,Product 137,3,127.86,383.57
ITEM_000138,ORD_003478,Home & Kitchen,Product 138,3,660.3,1980.89
ITEM_000139,ORD_007998,Electronics,Product 139,1,775.44,775.44
ITEM_000140,ORD_006507,Electronics,Product 140,2,543.62,1087.24
ITEM_000141,ORD_004578,Electronics,Product 141,3,594.47,1783.42
ITEM_000142,ORD_007618,Electronics,Product 142,1,393.07,393.07
ITEM_000143,ORD_000290,Electronics,Product 143,2,356.39,712.78
ITEM_000144,ORD_002172,Home & Kitchen,Product 144,1,220.09,220.09
ITEM_000145,ORD_002251,Beauty,Product 145,3,785.52,2356.55
ITEM_000146,ORD_001768,Electronics,Product 146,3,684.57,2053.71
ITEM_000147,ORD_003932,Electronics,Product 147,2,104.04,208.08
ITEM_000148,ORD_005201,Fashion,Product 148,1,196.96,196.96
ITEM_000149,ORD_002199,Beauty,Product 149,3,500.75,1502.26
ITEM_000150,ORD_003878,Electronics,Product 150,2,680.88,1361.76
ITEM_000151,ORD_002261,Home & Kitchen,Product 151,3,597.83,1793.49
ITEM_000152,ORD_002160,Beauty,Product 152,1,206.09,206.09
ITEM_000153,ORD_000586,Fashion,Product 153,2,754.39,1508.78
ITEM_000154,ORD_004225,Groceries,Product 154,2,664.82,1329.65
ITEM_000155,ORD_004862,Electronics,Product 155,2,567.21,1134.41
ITEM_000156,ORD_003503,Home & Kitchen,Product 156,2,782.88,1565.76
ITEM_000157,ORD_006698,Electronics,Product 157,3,627.43,1882.28
ITEM_000158,ORD_005585,Groceries,Product 158,2,183.11,366.23
ITEM_000159,ORD_003221,Fashion,Product 159,1,250.3,250.3
ITEM_000160,ORD_004416,Fashion,Product 160,1,652.05,652.05
ITEM_000161,ORD_007461,Home & Kitchen,Product 161,1,244.11,244.11
ITEM_000162,ORD_007347,Fashion,Product 162,1,465.22,465.22
ITEM_000163,ORD_000719,Beauty,Product 163,1,780.64,780.64
ITEM_000164,ORD_005531,Electronics,Product 164,3,685.57,2056.72
ITEM_000165,ORD_003424,Electronics,Product 165,1,636.97,636.97
ITEM_000166,ORD_000434,Fashion,Product 166,2,366.03,732.06
ITEM_000167,ORD_001942,Electronics,Product 167,3,279.23,837.69
ITEM_000168,ORD_000944,Home & Kitchen,Product 168,2,180.86,361.72
ITEM_000169,ORD_007851,Fashion,Product 169,2,61.24,122.48
ITEM_000170,ORD_006907,Electronics,Product 170,1,784.81,784.81
ITEM_000171,ORD_006090,Groceries,Product 171,2,636.5,1272.99
ITEM_000172,ORD_000503,Beauty,Product 172,3,268.47,805.42
ITEM_000173,ORD_006806,Electronics,Product 173,1,532.47,532.47
ITEM_000174,ORD_006084,Home & Kitchen,Product 174,1,566.57,566.57
ITEM_000175,ORD_000226,Electronics,Product 175,1,591.08,591.08
ITEM_000176,ORD_005313,Fashion,Product 176,2,565.83,1131.65
ITEM_000177,ORD_005352,Home & Kitchen,Product 177,2,388.97,777.94
ITEM_000178,ORD_002958,Fashion,Product 178,1,320.65,320.65
ITEM_000179,ORD_005804,Electronics,Product 179,3,165.14,495.42
ITEM_000180,ORD_007023,Home & Kitchen,Product 180,3,436.42,1309.25
ITEM_000181,ORD_005090,Electronics,Product 181,2,269.63,539.27
ITEM_000182,ORD_005260,Home & Kitchen,Product 182,1,334.05,334.05
ITEM_000183,ORD_001162,Beauty,Product 183,3,451.43,1354.28
ITEM_000184,ORD_000468,Electronics,Product 184,1,551.3,551.3
ITEM_000185,ORD_003250,Groceries,Product 185,1,449.31,449.31
ITEM_000186,ORD_002597,Fashion,Product 186,1,261.93,261.93
ITEM_000187,ORD_002731,Electronics,Product 187,3,56.06,168.17
ITEM_000188,ORD_003438,Beauty,Product 188,2,714.63,1429.25
ITEM_000189,ORD_004079,Fashion,Product 189,1,313.45,313.45
ITEM_000190,ORD_001831,Groceries,Product 190,2,280.46,560.92
ITEM_000191,ORD_005010,Fashion,Product 191,2,445.09,890.18
ITEM_000192,ORD_004879,Home & Kitchen,Product 192,1,50.96,50.96
ITEM_000193,ORD_004355,Electronics,Product 193,3,61.56,184.67
ITEM_000194,ORD_006797,Fashion,Product 194,2,738.57,1477.14
ITEM_000195,ORD_007221,Groceries,Product 195,3,648.36,1945.08
ITEM_000196,ORD_006010,Beauty,Product 196,2,142.53,285.06
ITEM_000197,ORD_003146,Beauty,Product 197,2,180.76,361.53
ITEM_000198,ORD_003507,Electronics,Product 198,3,121.83,365.5
ITEM_000199,ORD_001753,Beauty,Product 199,3,481.29,1443.88
ITEM_000200,ORD_002775,Beauty,Product 200,2,609.59,1219.18
ITEM_000201,ORD_001625,Fashion,Product 201,3,491.78,1475.33
ITEM_000202,ORD_004331,Fashion,Product 202,1,126.25,126.25
ITEM_000203,ORD_005163,Electronics,Product 203,1,291.94,291.94
ITEM_000204,ORD_007162,Fashion,Product 204,1,382.72,382.72
ITEM_000205,ORD_004799,Electronics,Product 205,1,190.0,190.0
ITEM_000206,ORD_006289,Beauty,Product 206,1,195.82,195.82
ITEM_000207,ORD_006920,Electronics,Product 207,3,533.15,1599.45
ITEM_000208,ORD_005367,Fashion,Product 208,2,551.57,1103.15
ITEM_000209,ORD_001443,Fashion,Product 209,2,383.91,767.82
ITEM_000210,ORD_000500,Beauty,Product 210,3,206.71,620.14
ITEM_000211,ORD_000019,Fashion,Product 211,3,536.88,1610.63
ITEM_000212,ORD_005048,Groceries,Product 212,1,301.72,301.72
ITEM_000213,ORD_002844,Home & Kitchen,Product 213,1,650.49,650.49
ITEM_000214,ORD_001860,Fashion,Product 214,2,469.06,938.12
ITEM_000215,ORD_002824,Electronics,Product 215,1,129.77,129.77
ITEM_000216,ORD_004717,Home & Kitchen,Product 216,2,301.31,602.61
ITEM_000217,ORD_006483,Electronics,Product 217,1,240.8,240.8
ITEM_000218,ORD_000099,Beauty,Product 218,1,388.3,388.3
ITEM_000219,ORD_002959,Electronics,Product 219,1,121.46,121.46
ITEM_000220,ORD_000953,Electronics,Product 220,1,281.99,281.99
ITEM_000221,ORD_007482,Home & Kitchen,Product 221,2,492.19,984.38
ITEM_000222,ORD_003605,Fashion,Product 222,1,772.67,772.67
ITEM_000223,ORD_003666,Electronics,Product 223,3,540.28,1620.84
ITEM_000224,ORD_006562,Groceries,Product 224,1,509.01,509.01
ITEM_000225,ORD_002767,Fashion,Product 225,3,59.35,178.04
ITEM_000226,ORD_006157,Beauty,Product 226,3,200.54,601.62
ITEM_000227,ORD_001968,Groceries,Product 227,3,300.24,900.72
ITEM_000228,ORD_002825,Home & Kitchen,Product 228,1,82.9,82.9
ITEM_000229,ORD_004796,Fashion,Product 229,3,676.77,2030.31
ITEM_000230,ORD_004037,Electronics,Product 230,2,306.4,612.8
ITEM_000231,ORD_004599,Home & Kitchen,Product 231,1,433.04,433.04
ITEM_000232,ORD_000490,Electronics,Product 232,1,259.34,259.34
ITEM_000233,ORD_007070,Groceries,Product 233,2,69.26,138.51
ITEM_000234,ORD_006416,Electronics,Product 234,1,309.27,309.27
ITEM_000235,ORD_006553,Beauty,Product 235,3,464.59,1393.78
ITEM_000236,ORD_001776,Fashion,Product 236,2,54.46,108.92
ITEM_000237,ORD_004673,Fashion,Product 237,3,736.11,2208.32
ITEM_000238,ORD_006454,Electronics,Product 238,1,694.6,694.6
ITEM_000239,ORD_003800,Electronics,Product 239,3,612.85,1838.55
ITEM_000240,ORD_007748,Electronics,Product 240,1,655.7,655.7
ITEM_000241,ORD_007146,Home & Kitchen,Product 241,2,353.7,707.4
ITEM_000242,ORD_007867,Beauty,Product 242,1,133.56,133.56
ITEM_000243,ORD_003003,Fashion,Product 243,3,134.04,402.12
ITEM_000244,ORD_005752,Electronics,Product 244,3,578.19,1734.58
ITEM_000245,ORD_004672,Electronics,Product 245,1,645.58,645.58
ITEM_000246,ORD_007683,Fashion,Product 246,2,693.86,1387.71
ITEM_000247,ORD_004767,Home & Kitchen,Product 247,1,237.17,237.17
ITEM_000248,ORD_000930,Groceries,Product 248,2,305.35,610.71
ITEM_000249,ORD_007405,Electronics,Product 249,3,468.08,1404.24
ITEM_000250,ORD_000254,Beauty,Product 250,2,87.63,175.26
ITEM_000251,ORD_006436,Fashion,Product 251,2,249.68,499.37
ITEM_000252,ORD_005715,Groceries,Product 252,2,777.52,1555.04
ITEM_000253,ORD_004899,Fashion,Product 253,2,593.42,1186.84
ITEM_000254,ORD_002030,Fashion,Product 254,1,550.83,550.83
ITEM_000255,ORD_000270,Groceries,Product 255,2,245.4,490.8
ITEM_000256,ORD_006443,Electronics,Product 256,3,368.11,1104.34
ITEM_000257,ORD_005148,Fashion,Product 257,3,395.04,1185.11
ITEM_000258,ORD_004759,Electronics,Product 258,3,480.32,1440.97
ITEM_000259,ORD_006011,Electronics,Product 259,1,713.8,713.8
ITEM_000260,ORD_006672,Home & Kitchen,Product 260,3,555.84,1667.52
ITEM_000261,ORD_003436,Home & Kitchen,Product 261,1,680.74,680.74
ITEM_000262,ORD_005479,Electronics,Product 262,2,83.02,166.04
ITEM_000263,ORD_004080,Fashion,Product 263,2,385.64,771.27
ITEM_000264,ORD_001765,Home & Kitchen,Product 264,2,283.32,566.65
ITEM_000265,ORD_001421,Groceries,Product 265,3,629.14,1887.43
ITEM_000266,ORD_007074,Electronics,Product 266,1,478.87,478.87
ITEM_000267,ORD_000353,Electronics,Product 267,1,540.53,540.53
ITEM_000268,ORD_003797,Home & Kitchen,Product 268,3,780.17,2340.5
ITEM_000269,ORD_005887,Fashion,Product 269,2,597.57,1195.14
ITEM_000270,ORD_007099,Electronics,Product 270,2,795.17,1590.35
ITEM_000271,ORD_001266,Home & Kitchen,Product 271,2,260.14,520.29
ITEM_000272,ORD_003750,Home & Kitchen,Product 272,2,637.91,1275.82
ITEM_000273,ORD_000279,Fashion,Product 273,1,118.96,118.96
ITEM_000274,ORD_007591,Beauty,Product 274,2,311.16,622.32
ITEM_000275,ORD_002887,Home & Kitchen,Product 275,3,148.69,446.07
ITEM_000276,ORD_006259,Fashion,Product 276,3,216.3,648.9
ITEM_000277,ORD_000695,Home & Kitchen,Product 277,2,235.78,471.56
ITEM_000278,ORD_002830,Home & Kitchen,Product 278,2,132.77,265.54
ITEM_000279,ORD_003747,Fashion,Product 279,2,787.18,1574.35
ITEM_000280,ORD_001602,Electronics,Product 280,1,430.54,430.54
ITEM_000281,ORD_001896,Fashion,Product 281,1,607.49,607.49
ITEM_000282,ORD_004441,Fashion,Product 282,2,526.44,1052.87
ITEM_000283,ORD_001002,Electronics,Product 283,3,436.85,1310.56
ITEM_000284,ORD_007307,Fashion,Product 284,2,651.35,1302.69
ITEM_000285,ORD_001490,Fashion,Product 285,3,213.09,639.27
ITEM_000286,ORD_002499,Electronics,Product 286,3,509.51,1528.54
ITEM_000287,ORD_006915,Electronics,Product 287,3,56.71,170.14
ITEM_000288,ORD_001554,Beauty,Product 288,3,486.68,1460.04
ITEM_000289,ORD_004914,Fashion,Product 289,1,625.67,625.67
ITEM_000290,ORD_001825,Beauty,Product 290,2,234.1,468.19
ITEM_000291,ORD_003269,Home & Kitchen,Product 291,3,789.58,2368.74
ITEM_000292,ORD_001669,Electronics,Product 292,1,51.58,51.58
ITEM_000293,ORD_000443,Fashion,Product 293,3,67.83,203.5
ITEM_000294,ORD_007190,Electronics,Product 294,2,465.16,930.32
ITEM_000295,ORD_001613,Fashion,Product 295,2,440.54,881.07
ITEM_000296,ORD_000739,Home & Kitchen,Product 296,1,118.71,118.71
ITEM_000297,ORD_000036,Fashion,Product 297,1,533.05,533.05
ITEM_000298,ORD_002336,Electronics,Product 298,2,669.26,1338.52
ITEM_000299,ORD_005637,Electronics,Product 299,1,586.91,586.91
ITEM_000300,ORD_003241,Home & Kitchen,Product 300,3,730.26,2190.78
ITEM_000301,ORD_006111,Home & Kitchen,Product 301,1,595.72,595.72
ITEM_000302,ORD_001917,Beauty,Product 302,3,107.04,321.13
ITEM_000303,ORD_005043,Electronics,Product 303,3,791.02,2373.07
ITEM_000304,ORD_000545,Home & Kitchen,Product 304,1,83.13,83.13
ITEM_000305,ORD_002648,Fashion,Product 305,1,342.72,342.72
ITEM_000306,ORD_003904,Electronics,Product 306,3,130.02,390.06
ITEM_000307,ORD_001727,Electronics,Product 307,1,742.75,742.75
ITEM_000308,ORD_004500,Electronics,Product 308,3,727.77,2183.32
ITEM_000309,ORD_007382,Beauty,Product 309,3,734.69,2204.07
ITEM_000310,ORD_001725,Home & Kitchen,Product 310,1,506.3,506.3
ITEM_000311,ORD_006364,Electronics,Product 311,3,553.92,1661.75
ITEM_000312,ORD_001980,Electronics,Product 312,2,344.64,689.28
ITEM_000313,ORD_003880,Fashion,Product 313,3,793.47,2380.42
ITEM_000314,ORD_003436,Fashion,Product 314,3,322.71,968.12
ITEM_000315,ORD_006651,Electronics,Product 315,1,756.07,756.07
ITEM_000316,ORD_005193,Home & Kitchen,Product 316,2,381.57,763.13
ITEM_000317,ORD_006520,Home & Kitchen,Product 317,2,561.22,1122.44
ITEM_000318,ORD_006607,Electronics,Product 318,3,268.78,806.33
ITEM_000319,ORD_004914,Fashion,Product 319,1,645.4,645.4
ITEM_000320,ORD_004139,Beauty,Product 320,1,555.98,555.98
ITEM_000321,ORD_001863,Groceries,Product 321,1,431.37,431.37
ITEM_000322,ORD_005318,Beauty,Product 322,1,145.87,145.87
ITEM_000323,ORD_005796,Fashion,Product 323,2,591.68,1183.36
ITEM_000324,ORD_007137,Groceries,Product 324,1,579.67,579.67
ITEM_000325,ORD_003405,Electronics,Product 325,2,775.99,1551.99
ITEM_000326,ORD_000300,Fashion,Product 326,3,69.67,209.01
ITEM_000327,ORD_007034,Fashion,Product 327,2,600.96,1201.92
ITEM_000328,ORD_000451,Home & Kitchen,Product 328,3,734.85,2204.56
ITEM_000329,ORD_005991,Groceries,Product 329,2,307.46,614.92
ITEM_000330,ORD_006129,Beauty,Product 330,2,152.8,305.6
ITEM_000331,ORD_007297,Home & Kitchen,Product 331,2,76.91,153.81
ITEM_000332,ORD_001718,Home & Kitchen,Product 332,3,539.77,1619.32
ITEM_000333,ORD_003549,Fashion,Product 333,2,782.24,1564.49
ITEM_000334,ORD_000996,Electronics,Product 334,1,713.01,713.01
ITEM_000335,ORD_004903,Electronics,Product 335,1,421.37,421.37
ITEM_000336,ORD_007088,Home & Kitchen,Product 336,1,306.34,306.34
ITEM_000337,ORD_003931,Fashion,Product 337,1,755.11,755.11
ITEM_000338,ORD_003138,Fashion,Product 338,2,321.79,643.59
ITEM_000339,ORD_002064,Fashion,Product 339,3,632.55,1897.65
ITEM_000340,ORD_006186,Beauty,Product 340,1,173.65,173.65
ITEM_000341,ORD_004070,Fashion,Product 341,1,73.16,73.16
ITEM_000342,ORD_005508,Home & Kitchen,Product 342,2,341.13,682.26
ITEM_000343,ORD_003127,Electronics,Product 343,3,499.23,1497.7
ITEM_000344,ORD_007475,Fashion,Product 344,3,310.45,931.36
ITEM_000345,ORD_003550,Home & Kitchen,Product 345,2,612.27,1224.53
ITEM_000346,ORD_005220,Fashion,Product 346,3,369.44,1108.33
ITEM_000347,ORD_004382,Beauty,Product 347,2,216.24,432.47
ITEM_000348,ORD_003855,Fashion,Product 348,2,515.08,1030.17
ITEM_000349,ORD_004744,Fashion,Product 349,3,686.63,2059.89
ITEM_000350,ORD_004867,Electronics,Product 350,1,623.61,623.61
ITEM_000351,ORD_007891,Home & Kitchen,Product 351,1,365.23,365.23
ITEM_000352,ORD_001370,Beauty,Product 352,3,554.7,1664.1
ITEM_000353,ORD_003570,Home & Kitchen,Product 353,2,704.9,1409.8
ITEM_000354,ORD_002759,Home & Kitchen,Product 354,1,190.0,190.0
ITEM_000355,ORD_005417,Fashion,Product 355,1,150.73,150.73
ITEM_000356,ORD_000568,Fashion,Product 356,2,422.86,845.71
ITEM_000357,ORD_002979,Beauty,Product 357,1,192.39,192.39
ITEM_000358,ORD_002581,Electronics,Product 358,1,683.27,683.27
ITEM_000359,ORD_002745,Fashion,Product 359,2,229.4,458.81
ITEM_000360,ORD_004639,Groceries,Product 360,1,606.58,606.58
ITEM_000361,ORD_007572,Fashion,Product 361,1,632.81,632.81
ITEM_000362,ORD_003582,Beauty,Product 362,1,386.35,386.35
ITEM_000363,ORD_006000,Fashion,Product 363,2,114.83,229.67
ITEM_000364,ORD_001142,Fashion,Product 364,3,691.72,2075.17
ITEM_000365,ORD_007624,Fashion,Product 365,2,202.44,404.88
ITEM_000366,ORD_006586,Groceries,Product 366,1,237.99,237.99
ITEM_000367,ORD_005344,Home & Kitchen,Product 367,2,605.49,1210.97
ITEM_000368,ORD_007863,Electronics,Product 368,3,50.91,152.73
ITEM_000369,ORD_003531,Fashion,Product 369,3,517.54,1552.63
ITEM_000370,ORD_000564,Home & Kitchen,Product 370,1,323.48,323.48
ITEM_000371,ORD_004349,Home & Kitchen,Product 371,3,245.36,736.07
ITEM_000372,ORD_000417,Fashion,Product 372,1,756.55,756.55
ITEM_000373,ORD_004798,Fashion,Product 373,3,111.27,333.81
ITEM_000374,ORD_006262,Fashion,Product 374,1,706.89,706.89
ITEM_000375,ORD_000831,Home & Kitchen,Product 375,3,354.63,1063.88
ITEM_000376,ORD_007693,Beauty,Product 376,1,182.23,182.23
ITEM_000377,ORD_000498,Home & Kitchen,Product 377,3,324.17,972.5
ITEM_000378,ORD_005204,Fashion,Product 378,3,750.36,2251.09
ITEM_000379,ORD_004721,Fashion,Product 379,3,595.21,1785.64
ITEM_000380,ORD_003323,Beauty,Product 380,1,699.3,699.3
ITEM_000381,ORD_005569,Electronics,Product 381,2,557.02,1114.04
ITEM_000382,ORD_002218,Home & Kitchen,Product 382,1,463.47,463.47
ITEM_000383,ORD_007403,Home & Kitchen,Product 383,1,758.01,758.01
ITEM_000384,ORD_005948,Groceries,Product 384,3,749.09,2247.28
ITEM_000385,ORD_004902,Fashion,Product 385,2,182.35,364.7
ITEM_000386,ORD_007006,Electronics,Product 386,2,240.79,481.59
