customer_id,customer_name,city,signup_date,signup_channel,customer_segment
CUST_00057,Customer 57,Dubai,2025-11-03,App,Regular
CUST_00058,Customer 58,Dubai,2025-06-13,Web,VIP
CUST_00059,Customer 59,Dubai,2025-08-19,Call Center,Premium
CUST_00060,Customer 60,Dubai,2025-10-07,Call Center,Premium
CUST_00061,Customer 61,Abu Dhabi,2025-05-19,Web,Regular
CUST_00062,Customer 62,Abu Dhabi,2025-08-17,App,Regular
CUST_00063,Customer 63,Abu Dhabi,2025-07-17,App,Premium
CUST_00064,Customer 64,Dubai,2025-06-01,Call Center,Premium
CUST_00065,Customer 65,Sharjah,2025-12-05,Call Center,Regular
CUST_00066,Customer 66,Sharjah,2025-11-09,Call Center,VIP
CUST_00067,Customer 67,Dubai,2025-11-20,App,Regular
CUST_00068,Customer 68,Ajman,2025-07-20,Web,Regular
CUST_00069,Customer 69,Dubai,2025-04-05,Web,VIP
CUST_00070,Customer 70,Abu Dhabi,2025-05-25,App,Regular
CUST_00071,Customer 71,Dubai,2025-03-28,App,VIP
CUST_00072,Customer 72,Abu Dhabi,2025-06-03,App,Regular
CUST_00073,Customer 73,Sharjah,2025-08-30,Call Center,Premium
CUST_00074,Customer 74,Abu Dhabi,2025-10-15,App,Regular
CUST_00075,Customer 75,Dubai,2025-06-13,Web,Regular
CUST_00076,Customer 76,Abu Dhabi,2025-11-24,Web,VIP
CUST_00077,Customer 77,Ras Al Khaimah,2025-05-18,Web,Regular
CUST_00078,Customer 78,Abu Dhabi,2025-09-17,Web,Regular
CUST_00079,Customer 79,Ras Al Khaimah,2025-01-04,App,Regular
CUST_00080,Customer 80,Abu Dhabi,2025-01-26,Call Center,Premium
CUST_00081,Customer 81,Dubai,2025-07-20,Call Center,Regular
CUST_00082,Customer 82,Dubai,2025-07-10,Web,Regular
CUST_00083,Customer 83,Ras Al Khaimah,2025-05-22,Call Center,Premium
CUST_00084,Customer 84,Abu Dhabi,2025-03-13,Web,Regular
CUST_00085,Customer 85,Abu Dhabi,2025-02-10,Call Center,Regular
CUST_00086,Customer 86,Dubai,2025-01-25,App,Regular
CUST_00087,Customer 87,Abu Dhabi,2025-02-11,App,Regular
CUST_00088,Customer 88,Ras Al Khaimah,2025-10-05,Web,VIP
CUST_00089,Customer 89,Ajman,2025-08-20,Call Center,Premium
CUST_00090,Customer 90,Ras Al Khaimah,2025-07-13,App,Regular
CUST_00091,Customer 91,Ras Al Khaimah,2025-02-15,Call Center,VIP
CUST_00092,Customer 92,Dubai,2025-01-08,App,Regular
CUST_00093,Customer 93,Ajman,2025-06-08,Call Center,Regular
CUST_00094,Customer 94,Abu Dhabi,2025-04-09,Call Center,Premium
CUST_00095,Customer 95,Ajman,2025-09-03,Web,Regular
CUST_00096,Customer 96,Abu Dhabi,2025-12-11,Web,Regular
CUST_00097,Customer 97,Dubai,2025-01-25,Web,Premium
CUST_00098,Customer 98,Sharjah,2025-05-24,App,Regular
CUST_00099,Customer 99,Sharjah,2025-11-13,Call Center,Regular
CUST_00100,Customer 100,Sharjah,2025-10-23,Call Center,Regular
CUST_00101,Customer 101,Abu Dhabi,2025-07-26,Web,Regular
CUST_00102,Customer 102,Abu Dhabi,2025-12-09,App,Regular
CUST_00103,Customer 103,Dubai,2025-12-10,Web,Premium
CUST_00104,Customer 104,Dubai,2025-04-16,Web,Regular
CUST_00105,Customer 105,Abu Dhabi,2025-05-31,Web,Regular
CUST_00106,Customer 106,Dubai,2025-08-14,Web,Regular
CUST_00107,Customer 107,Abu Dhabi,2025-09-01,Web,Regular
CUST_00108,Customer 108,Dubai,2025-10-28,Call Center,Regular
CUST_00109,Customer 109,Dubai,2025-08-28,App,Premium
CUST_00110,Customer 110,Dubai,2025-03-22,App,Regular
CUST_00111,Customer 111,Sharjah,2025-09-14,Web,Regular
CUST_00112,Customer 112,Abu Dhabi,2025-04-21,App,VIP
CUST_00113,Customer 113,Sharjah,2025-08-24,Call Center,Premium
CUST_00114,Customer 114,Dubai,2025-09-26,Web,Regular
CUST_00115,Customer 115,Dubai,2025-02-21,App,Regular
CUST_00116,Customer 116,Abu Dhabi,2025-08-01,App,Regular
CUST_00117,Customer 117,Ajman,2025-02-28,Call Center,Regular
CUST_00118,Customer 118,Abu Dhabi,2025-11-23,App,Regular
CUST_00119,Customer 119,Dubai,2025-01-21,App,Premium
CUST_00120,Customer 120,Abu Dhabi,2025-03-03,Web,Premium
CUST_00121,Customer 121,Dubai,2025-09-29,Web,Regular
CUST_00122,Customer 122,Sharjah,2025-03-11,App,Regular
CUST_00123,Customer 123,Dubai,2025-10-04,Call Center,Regular
CUST_00124,Customer 124,Ajman,2025-03-06,App,Regular
CUST_00125,Customer 125,Dubai,2025-10-29,App,Regular
CUST_00126,Customer 126,Dubai,2025-03-31,Web,Regular
CUST_00127,Customer 127,Dubai,2025-03-14,Web,Regular
CUST_00128,Customer 128,Dubai,2025-05-13,Call Center,Regular
CUST_00129,Customer 129,Ajman,2025-01-30,App,Regular
CUST_00130,Customer 130,Sharjah,2025-07-24,Call Center,VIP
CUST_00131,Customer 131,Ajman,2025-10-27,Call Center,Premium
CUST_00132,Customer 132,Sharjah,2025-10-06,Call Center,Regular
CUST_00133,Customer 133,Abu Dhabi,2025-10-01,Call Center,Premium
CUST_00134,Customer 134,Abu Dhabi,2025-03-23,App,VIP
CUST_00135,Customer 135,Ajman,2025-09-17,App,Regular
CUST_00136,Customer 136,Dubai,2025-08-14,Web,Regular
CUST_00137,Customer 137,Abu Dhabi,2025-03-28,Call Center,Regular
CUST_00138,Customer 138,Dubai,2025-06-24,Web,Regular
CUST_00139,Customer 139,Dubai,2025-02-04,Call Center,Regular
CUST_00140,Customer 140,Dubai,2025-09-08,App,Regular
CUST_00141,Customer 141,Ajman,2026-01-04,App,Premium
CUST_00142,Customer 142,Dubai,2025-05-23,Web,Regular
CUST_00143,Customer 143,Abu Dhabi,2025-05-20,Call Center,VIP
CUST_00144,Customer 144,Abu Dhabi,2025-10-30,Web,Regular
CUST_00145,Customer 145,Abu Dhabi,2025-11-06,Call Center,VIP
CUST_00146,Customer 146,Ajman,2025-05-28,App,Regular
CUST_00147,Customer 147,Sharjah,2025-11-11,Call Center,Regular
CUST_00148,Customer 148,Ajman,2025-01-30,Web,Regular
CUST_00149,Customer 149,Dubai,2025-05-15,App,Premium
CUST_00150,Customer 150,Dubai,2025-06-13,App,VIP
CUST_00151,Customer 151,Dubai,2025-03-09,Call Center,VIP
CUST_00152,Customer 152,Sharjah,2025-07-21,Call Center,Regular
CUST_00153,Customer 153,Dubai,2025-09-24,App,Regular
CUST_00154,Customer 154,Dubai,2025-04-21,Call Center,Regular
CUST_00155,Customer 155,Ajman,2025-02-14,App,Regular
CUST_00156,Customer 156,Ajman,2025-03-08,Web,Regular
CUST_00157,Customer 157,Abu Dhabi,2025-08-09,App,Premium
CUST_00158,Customer 158,Abu Dhabi,2025-04-07,Call Center,Regular
CUST_00159,Customer 159,Dubai,2025-02-01,Web,Premium
CUST_00160,Customer 160,Ajman,2025-09-23,Web,Regular
CUST_00161,Customer 161,Sharjah,2025-06-02,Web,Regular
CUST_00162,Customer 162,Ajman,2025-01-19,Web,Regular
CUST_00163,Customer 163,Dubai,2025-05-04,Call Center,Regular
CUST_00164,Customer 164,Ajman,2025-05-25,Web,Premium
CUST_00165,Customer 165,Ajman,2025-03-27,App,Regular
CUST_00166,Customer 166,Dubai,2025-02-26,Call Center,Regular
CUST_00167,Customer 167,Dubai,2025-03-13,Call Center,Regular
CUST_00168,Customer 168,Ajman,2025-01-10,Call Center,Regular
CUST_00169,Customer 169,Dubai,2025-01-30,Web,Regular
CUST_00170,Customer 170,Dubai,2025-03-24,App,Premium
CUST_00171,Customer 171,Sharjah,2025-12-03,Call Center,Regular
CUST_00172,Customer 172,Ras Al Khaimah,2025-07-08,Call Center,Regular
CUST_00173,Customer 173,Dubai,2025-05-08,App,Regular
CUST_00174,Customer 174,Ras Al Khaimah,2025-05-06,App,VIP
CUST_00175,Customer 175,Dubai,2025-03-21,App,Regular
CUST_00176,Customer 176,Ajman,2025-04-27,App,Regular
CUST_00177,Customer 177,Sharjah,2025-07-08,App,Regular
CUST_00178,Customer 178,Abu Dhabi,2025-11-19,Web,Regular
CUST_00179,Customer 179,Ras Al Khaimah,2025-03-14,Web,Regular
CUST_00180,Customer 180,Ajman,2025-09-19,App,VIP
CUST_00181,Customer 181,Ras Al Khaimah,2025-06-09,Web,Regular
CUST_00182,Customer 182,Abu Dhabi,2025-02-15,Web,Regular
CUST_00183,Customer 183,Abu Dhabi,2025-03-17,Web,Regular
CUST_00184,Customer 184,Dubai,2025-05-11,App,VIP
CUST_00185,Customer 185,Ras Al Khaimah,2025-10-19,Web,Regular
CUST_00186,Customer 186,Dubai,2025-12-16,App,Premium
CUST_00187,Customer 187,Sharjah,2025-08-25,App,Regular
CUST_00188,Customer 188,Dubai,2025-09-26,Web,VIP
CUST_00189,Customer 189,Sharjah,2025-06-17,Call Center,VIP
CUST_00190,Customer 190,Dubai,2025-11-30,Web,Premium
CUST_00191,Customer 191,Dubai,2025-08-07,Call Center,Regular
CUST_00192,Customer 192,Sharjah,2025-01-27,Web,VIP
CUST_00193,Customer 193,Dubai,2025-07-20,App,Premium
CUST_00194,Customer 194,Dubai,2025-07-07,Call Center,Premium
CUST_00195,Customer 195,Sharjah,2025-03-07,Web,Regular
CUST_00196,Customer 196,Dubai,2025-04-18,App,Regular
CUST_00197,Customer 197,Ajman,2025-01-07,App,Regular
CUST_00198,Customer 198,Sharjah,2025-03-17,Call Center,Regular
CUST_00199,Customer 199,Sharjah,2025-12-23,App,Premium
CUST_00200,Customer 200,Dubai,2025-05-25,App,Regular
CUST_00201,Customer 201,Dubai,2025-03-22,Call Center,Regular
CUST_00202,Customer 202,Dubai,2025-07-03,App,Regular
CUST_00203,Customer 203,Abu Dhabi,2025-05-14,Call Center,Regular
CUST_00204,Customer 204,Sharjah,2025-11-23,Web,Regular
CUST_00205,Customer 205,Sharjah,2025-09-16,Web,Premium
CUST_00206,Customer 206,Abu Dhabi,2025-04-12,App,Regular
CUST_00207,Customer 207,Sharjah,2025-09-21,App,Regular
CUST_00208,Customer 208,Dubai,2025-02-12,Call Center,Premium
CUST_00209,Customer 209,Abu Dhabi,2025-06-27,Call Center,Regular
CUST_00210,Customer 210,Dubai,2025-07-03,Web,Regular
CUST_00211,Customer 211,Abu Dhabi,2025-11-04,Web,Regular
CUST_00212,Customer 212,Dubai,2025-11-06,Web,Regular
CUST_00213,Customer 213,Abu Dhabi,2025-03-04,Call Center,Regular
CUST_00214,Customer 214,Abu Dhabi,2025-05-25,Call Center,Regular
CUST_00215,Customer 215,Sharjah,2025-09-06,Web,VIP
CUST_00216,Customer 216,Abu Dhabi,2025-03-23,App,VIP
CUST_00217,Customer 217,Abu Dhabi,2025-01-25,App,Regular
CUST_00218,Customer 218,Abu Dhabi,2025-12-31,Call Center,Regular
CUST_00219,Customer 219,Dubai,2025-02-01,Call Center,Regular
CUST_00220,Customer 220,Abu Dhabi,2025-10-15,App,Premium
CUST_00221,Customer 221,Abu Dhabi,2025-04-03,App,VIP
CUST_00222,Customer 222,Abu Dhabi,2025-05-09,Call Center,Regular
CUST_00223,Customer 223,Dubai,2025-02-21,Web,Regular
CUST_00224,Customer 224,Dubai,2025-11-02,App,Regular
CUST_00225,Customer 225,Dubai,2025-03-31,Web,Regular
CUST_00226,Customer 226,Abu Dhabi,2025-12-08,App,Regular
CUST_00227,Customer 227,Dubai,2025-05-07,Call Center,Regular
CUST_00228,Customer 228,Dubai,2025-11-10,Web,Regular
CUST_00229,Customer 229,Dubai,2025-07-24,App,Regular
CUST_00230,Customer 230,Sharjah,2025-05-15,App,Regular
CUST_00231,Customer 231,Ras Al Khaimah,2025-06-29,Call Center,Regular
CUST_00232,Customer 232,Abu Dhabi,2025-07-21,Web,Premium
CUST_00233,Customer 233,Abu Dhabi,2025-12-26,Web,Premium
CUST_00234,Customer 234,Dubai,2025-02-05,Call Center,Premium
CUST_00235,Customer 235,Ajman,2025-10-26,Web,Premium
CUST_00236,Customer 236,Dubai,2025-06-28,Web,Regular
CUST_00237,Customer 237,Abu Dhabi,2025-12-14,Call Center,Regular
CUST_00238,Customer 238,Sharjah,2025-01-26,Web,Regular
CUST_00239,Customer 239,Sharjah,2025-05-28,Web,Regular
CUST_00240,Customer 240,Dubai,2025-03-07,App,Regular
CUST_00241,Customer 241,Abu Dhabi,2025-12-19,Web,Premium
CUST_00242,Customer 242,Abu Dhabi,2025-09-28,Call Center,Regular
CUST_00243,Customer 243,Sharjah,2025-06-05,Call Center,Premium
CUST_00244,Customer 244,Abu Dhabi,2025-11-26,Call Center,Regular
CUST_00245,Customer 245,Dubai,2025-07-08,Web,Regular
CUST_00246,Customer 246,Dubai,2025-06-24,Call Center,VIP
CUST_00247,Customer 247,Abu Dhabi,2025-03-08,App,Regular
CUST_00248,Customer 248,Dubai,2025-06-14,Web,Regular
CUST_00249,Customer 249,Dubai,2025-02-06,Call Center,Regular
CUST_00250,Customer 250,Sharjah,2025-09-13,Call Center,Premium
CUST_00251,Customer 251,Dubai,2025-04-12,Call Center,Regular
CUST_00252,Customer 252,Ras Al Khaimah,2025-07-11,Call Center,Premium
CUST_00253,Customer 253,Abu Dhabi,2025-09-26,Call Center,Premium
CUST_00254,Customer 254,Sharjah,2025-08-10,App,Regular
CUST_00255,Customer 255,Sharjah,2025-08-17,Web,VIP
CUST_00256,Customer 256,Abu Dhabi,2025-05-08,Web,Regular
CUST_00257,Customer 257,Sharjah,2025-07-18,Web,VIP
CUST_00258,Customer 258,Sharjah,2025-01-13,App,Premium
CUST_00259,Customer 259,Abu Dhabi,2025-07-24,App,Regular
CUST_00260,Customer 260,Dubai,2025-09-01,App,Regular
CUST_00261,Customer 261,Ajman,2025-07-23,App,Regular
CUST_00262,Customer 262,Dubai,2025-09-24,Web,Regular
CUST_00263,Customer 263,Abu Dhabi,2025-04-09,Web,VIP
CUST_00264,Customer 264,Dubai,2025-06-18,Web,Regular
CUST_00265,Customer 265,Dubai,2025-03-01,App,Premium
CUST_00266,Customer 266,Abu Dhabi,2025-07-06,Web,Regular
CUST_00267,Customer 267,Dubai,2025-02-13,App,Premium
CUST_00268,Customer 268,Sharjah,2025-09-06,Web,Regular
CUST_00269,Customer 269,Sharjah,2025-10-09,App,Regular
CUST_00270,Customer 270,Dubai,2025-03-20,App,Premium
CUST_00271,Customer 271,Abu Dhabi,2025-09-10,App,Regular
CUST_00272,Customer 272,Sharjah,2025-04-24,Web,Premium
CUST_00273,Customer 273,Sharjah,2025-10-21,App,Premium
CUST_00274,Customer 274,Sharjah,2025-12-10,Web,VIP
CUST_00275,Customer 275,Dubai,2025-01-05,Web,Regular
CUST_00276,Customer 276,Sharjah,2025-11-28,Call Center,Premium
CUST_00277,Customer 277,Ajman,2025-10-02,App,Regular
CUST_00278,Customer 278,Sharjah,2025-09-26,Call Center,Regular
CUST_00279,Customer 279,Dubai,2025-12-20,Call Center,Regular
CUST_00280,Customer 280,Abu Dhabi,2025-05-27,Call Center,Regular
CUST_00281,Customer 281,Abu Dhabi,2025-03-22,Call Center,Regular
CUST_00282,Customer 282,Dubai,2025-07-27,Call Center,Premium
CUST_00283,Customer 283,Abu Dhabi,2025-01-14,Web,Premium
CUST_00284,Customer 284,Sharjah,2025-03-21,Web,Premium
CUST_00285,Customer 285,Sharjah,2025-01-30,Call Center,Premium
CUST_00286,Customer 286,Dubai,2025-04-25,Web,Premium
CUST_00287,Customer 287,Abu Dhabi,2025-01-26,Web,Regular
CUST_00288,Customer 288,Sharjah,2025-03-04,Call Center,Regular
CUST_00289,Customer 289,Abu Dhabi,2025-09-04,Call Center,Premium
CUST_00290,Customer 290,Dubai,2025-08-24,Call Center,Regular
CUST_00291,Customer 291,Sharjah,2025-07-15,Call Center,Regular
CUST_00292,Customer 292,Sharjah,2025-11-08,Web,Regular
CUST_00293,Customer 293,Dubai,2025-10-16,Call Center,VIP
CUST_00294,Customer 294,Dubai,2025-07-06,Web,Regular
CUST_00295,Customer 295,Abu Dhabi,2025-08-24,Web,Regular
CUST_00296,Customer 296,Ajman,2025-04-26,Web,Regular
CUST_00297,Customer 297,Dubai,2025-04-13,Call Center,VIP
CUST_00298,Customer 298,Abu Dhabi,2025-04-13,App,VIP
CUST_00299,Customer 299,Sharjah,2025-08-15,Web,Premium
CUST_00300,Customer 300,Dubai,2025-04-05,App,Regular
CUST_00301,Customer 301,Sharjah,2025-03-20,App,VIP
CUST_00302,Customer 302,Abu Dhabi,2025-07-13,Web,Regular
CUST_00303,Customer 303,Dubai,2025-09-11,Web,Premium
CUST_00304,Customer 304,Dubai,2025-09-15,Web,Regular
CUST_00305,Customer 305,Abu Dhabi,2025-06-17,App,Regular
CUST_00306,Customer 306,Sharjah,2025-09-25,Web,Premium
CUST_00307,Customer 307,Dubai,2025-12-19,App,Regular
CUST_00308,Customer 308,Abu Dhabi,2025-02-25,Web,VIP
CUST_00309,Customer 309,Dubai,2025-10-25,Web,Regular
CUST_00310,Customer 310,Ajman,2025-07-05,Call Center,Regular
CUST_00311,Customer 311,Ajman,2025-10-07,Web,Regular
CUST_00312,Customer 312,Abu Dhabi,2025-11-17,Web,Regular
CUST_00313,Customer 313,Dubai,2025-03-16,App,Regular
CUST_00314,Customer 314,Abu Dhabi,2025-09-10,Web,Regular
CUST_00315,Customer 315,Dubai,2025-03-15,App,Regular
CUST_00316,Customer 316,Abu Dhabi,2025-02-08,Call Center,VIP
CUST_00317,Customer 317,Abu Dhabi,2025-07-06,App,Regular
CUST_00318,Customer 318,Dubai,2025-10-13,Call Center,Regular
CUST_00319,Customer 319,Ajman,2025-05-01,Web,Regular
CUST_00320,Customer 320,Dubai,2025-10-27,Web,Premium
CUST_00321,Customer 321,Abu Dhabi,2025-08-13,App,Premium
CUST_00322,Customer 322,Abu Dhabi,2025-04-20,Web,Regular
CUST_00323,Customer 323,Abu Dhabi,2025-08-28,Web,Regular
CUST_00324,Customer 324,Dubai,2025-07-15,App,Regular
CUST_00325,Customer 325,Dubai,2025-02-09,Call Center,Regular
CUST_00326,Customer 326,Dubai,2025-03-18,Web,Regular
CUST_00327,Customer 327,Sharjah,2025-07-12,Call Center,Regular
CUST_00328,Customer 328,Sharjah,2025-09-02,App,Regular
CUST_00329,Customer 329,Abu Dhabi,2025-08-26,Call Center,Regular
CUST_00330,Customer 330,Sharjah,2025-09-01,App,Regular
CUST_00331,Customer 331,Dubai,2025-06-13,App,Regular
CUST_00332,Customer 332,Sharjah,2025-04-26,Call Center,Premium
CUST_00333,Customer 333,Sharjah,2025-09-11,Web,Regular
CUST_00334,Customer 334,Sharjah,2025-09-04,App,Regular
CUST_00335,Customer 335,Abu Dhabi,2025-04-02,Call Center,Premium
CUST_00336,Customer 336,Dubai,2025-02-19,Call Center,Premium
CUST_00337,Customer 337,Sharjah,2025-06-17,App,Premium
CUST_00338,Customer 338,Abu Dhabi,2025-12-13,Web,Premium
CUST_00339,Customer 339,Sharjah,2025-05-12,Call Center,Regular
CUST_00340,Customer 340,Dubai,2025-06-28,Call Center,Regular
CUST_00341,Customer 341,Sharjah,2025-02-18,App,Regular
CUST_00342,Customer 342,Abu Dhabi,2025-02-09,Web,Premium
CUST_00343,Customer 343,Dubai,2025-06-04,Web,Premium
CUST_00344,Customer 344,Dubai,2025-03-29,Web,Regular
CUST_00345,Customer 345,Ras Al Khaimah,2025-04-21,Call Center,Premium
CUST_00346,Customer 346,Abu Dhabi,2026-01-03,Call Center,Regular
CUST_00347,Customer 347,Sharjah,2025-01-23,Web,Regular
CUST_00348,Customer 348,Dubai,2025-10-23,Web,Regular
CUST_00349,Customer 349,Abu Dhabi,2025-02-21,Web,Regular
CUST_00350,Customer 350,Dubai,2025-11-22,Call Center,Regular
CUST_00351,Customer 351,Sharjah,2025-10-16,App,Premium
CUST_00352,Customer 352,Abu Dhabi,2025-12-18,Web,Regular
CUST_00353,Customer 353,Sharjah,2025-02-18,Web,Premium
CUST_00354,Customer 354,Dubai,2025-01-29,Web,Regular
CUST_00355,Customer 355,Ajman,2025-06-25,Web,Premium
CUST_00356,Customer 356,Dubai,2025-10-08,App,Regular
CUST_00357,Customer 357,Dubai,2025-08-25,App,Premium
CUST_00358,Customer 358,Abu Dhabi,2025-09-06,Web,Regular
CUST_00359,Customer 359,Dubai,2025-11-10,Web,Premium
CUST_00360,Customer 360,Dubai,2025-02-01,Call Center,Regular
CUST_00361,Customer 361,Dubai,2025-03-18,Call Center,Regular
CUST_00362,Customer 362,Sharjah,2025-12-05,Call Center,Regular
CUST_00363,Customer 363,Ajman,2025-04-11,Call Center,Regular
CUST_00364,Customer 364,Ajman,2025-01-15,App,Regular
CUST_00365,Customer 365,Dubai,2025-02-08,Call Center,Regular
CUST_00366,Customer 366,Abu Dhabi,2025-03-17,Call Center,Premium
CUST_00367,Customer 367,Ras Al Khaimah,2025-07-27,Call Center,Regular
CUST_00368,Customer 368,Sharjah,2025-09-20,App,Regular
CUST_00369,Customer 369,Dubai,2025-01-20,App,Regular
CUST_00370,Customer 370,Sharjah,2025-11-24,Web,Regular
CUST_00371,Customer 371,Dubai,2025-10-21,Web,Premium
CUST_00372,Customer 372,Sharjah,2025-01-05,Web,Regular
CUST_00373,Customer 373,Dubai,2025-06-09,App,Regular
CUST_00374,Customer 374,Ajman,2025-01-22,App,Premium
CUST_00375,Customer 375,Sharjah,2025-02-28,App,Regular
CUST_00376,Customer 376,Abu Dhabi,2025-12-17,Call Center,Premium
CUST_00377,Customer 377,Sharjah,2025-10-27,Call Center,Premium
CUST_00378,Customer 378,Abu Dhabi,2025-02-08,App,VIP
CUST_00379,Customer 379,Abu Dhabi,2025-01-12,Call Center,VIP
CUST_00380,Customer 380,Ajman,2026-01-02,Call Center,Regular
CUST_00381,Customer 381,Abu Dhabi,2025-05-23,App,Regular
CUST_00382,Customer 382,Abu Dhabi,2025-10-19,Web,Regular
CUST_00383,Customer 383,Dubai,2025-03-09,Call Center,Regular
CUST_00384,Customer 384,Ajman,2025-02-21,Web,Regular
CUST_00385,Customer 385,Sharjah,2025-01-07,Call Center,Premium
CUST_00386,Customer 386,Sharjah,2025-01-12,Web,Regular
CUST_00387,Customer 387,Abu Dhabi,2025-06-13,Web,Regular
CUST_00388,Customer 388,Dubai,2025-01-08,App,Regular
CUST_00389,Customer 389,Sharjah,2025-05-15,Web,Premium
CUST_00390,Customer 390,Dubai,2025-03-09,Call Center,Premium
CUST_00391,Customer 391,Abu Dhabi,2025-06-22,Web,Regular
CUST_00392,Customer 392,Abu Dhabi,2025-05-01,App,Regular
CUST_00393,Customer 393,Dubai,2025-10-19,Call Center,Regular
CUST_00394,Customer 394,Ras Al Khaimah,2025-08-11,Call Center,Premium
CUST_00395,Customer 395,Abu Dhabi,2025-08-30,Call Center,Regular
CUST_00396,Customer 396,Dubai,2025-09-25,App,Premium
CUST_00397,Customer 397,Abu Dhabi,2025-07-08,App,Regular
CUST_00398,Customer 398,Abu Dhabi,2025-10-19,Call Center,Regular
CUST_00399,Customer 399,Dubai,2025-11-16,Call Center,Regular
CUST_00400,Customer 400,Sharjah,2025-12-14,Web,Regular
CUST_00401,Customer 401,Abu Dhabi,2025-11-11,Web,Premium
CUST_00402,Customer 402,Sharjah,2025-04-26,App,Regular
CUST_00403,Customer 403,Dubai,2025-03-27,Web,Regular
CUST_00404,Customer 404,Dubai,2025-05-01,App,Regular
CUST_00405,Customer 405,Dubai,2025-05-05,Web,Premium
CUST_00406,Customer 406,Dubai,2025-01-04,Web,VIP
CUST_00407,Customer 407,Ajman,2025-05-25,Call Center,VIP
CUST_00408,Customer 408,Ras Al Khaimah,2025-04-07,Call Center,VIP
CUST_00409,Customer 409,Dubai,2025-12-13,App,Regular
CUST_00410,Customer 410,Abu Dhabi,2025-08-19,App,Regular
CUST_00411,Customer 411,Dubai,2025-06-25,App,Regular
